zipcode,daily commute time,violent_crime_index,property_crime_index,Provider ID,Hospital Name,Location,State,County Name,household income,population,average age,race white percentage,race black percentage,race asian percentage,race hispanic percentage,race other percentage,schoolid,schoolname,lat,lng,schoollevel,schooltype,average score,teacher student ratio,enrollment,freelunch ratio,ethnic african ratio,ethnic asian ratio,ethnic hispanic ratio,ethnic white student ratio,ethnic two_or_more ratio,ethnic others ratio
90605,31.0,30.8,37.2,50735.0,WHITTIER HOSPITAL MEDICAL CENTER,"9080 COLIMA RD WHITTIER, CA 90605 (33.950748, -118.005114)",CA,LOS ANGELES,"66,706","41,818",33.7,15.8,0.7,3.9,77.3,2.3,,,,,,,,,,,,,,,,
91381,36.0,18.3,25.1,,,,,,"114,608","20,530",37.2,56.3,3.2,20.5,16.3,3.7,62718010904.0,Oak Hills Elementary,34.40457,-118.592099,Elementary,public,96.73,23.7,711.0,9.3,3.66,24.89,18.14,41.35,11.39,0.57
91381,36.0,18.3,25.1,,,,,,"114,608","20,530",37.2,56.3,3.2,20.5,16.3,3.7,62718011329.0,Pico Canyon Elementary,34.382109,-118.578969,Elementary,public,96.9,24.9,942.0,15.7,3.29,26.65,26.43,35.03,7.96,0.64
91381,36.0,18.3,25.1,,,,,,"114,608","20,530",37.2,56.3,3.2,20.5,16.3,3.7,64251010913.0,Rancho Pico Junior High,34.401403,-118.593598,Middle,public,95.09,23.7,965.0,5.4,3.52,25.49,20.0,46.42,4.56,0.01
91381,36.0,18.3,25.1,,,,,,"114,608","20,530",37.2,56.3,3.2,20.5,16.3,3.7,62718004595.0,Stevenson Ranch Elementary,34.39096,-118.595992,Elementary,public,97.96,24.7,791.0,6.7,2.65,24.91,19.09,43.74,9.48,0.13
91381,36.0,18.3,25.1,,,,,,"114,608","20,530",37.2,56.3,3.2,20.5,16.3,3.7,64251010914.0,West Ranch High,34.403203999999995,-118.596556,High,public,95.25,24.8,2391.0,9.3,4.02,21.79,23.0,45.96,5.02,0.21
93543,46.0,41.8,48.0,,,,,,"57,588","14,748",33.3,23.5,8.1,0.9,65.8,1.7,,,,,,,,,,,,,,,,
91780,31.0,26.2,32.0,,,,,,"63,045","35,184",41.8,19.6,0.9,55.5,22.4,1.6,,,,,,,,,,,,,,,,
90290,41.0,19.5,25.1,,,,,,"106,750","5,714",43.8,82.6,0.6,2.0,10.1,4.7,62271003401.0,Topanga Elementary Charter,34.092135999999996,-118.603925,Elementary,charter,91.73,22.5,293.0,7.8,1.37,1.37,12.97,78.5,4.78,1.01
90501,28.0,37.8,46.4,,,,,,"59,878","43,008",35.1,23.8,6.0,23.3,43.2,3.7,63942011674.0,Gene Drevno Community Day,33.82578,-118.321483,High,public,7.47,16.5,22.0,45.5,4.55,18.18,40.91,27.27,4.55,4.54
90501,28.0,37.8,46.4,,,,,,"59,878","43,008",35.1,23.8,6.0,23.3,43.2,3.7,62271003063.0,Halldale Elementary,33.832968,-118.301363,Elementary,public,55.06,22.1,553.0,83.4,6.15,15.37,70.52,4.88,1.27,1.81
90501,28.0,37.8,46.4,,,,,,"59,878","43,008",35.1,23.8,6.0,23.3,43.2,3.7,63942006581.0,Howard Wood Elementary,33.812315000000005,-118.321473,Elementary,public,68.55,24.9,424.0,37.0,5.9,17.45,39.62,22.17,12.74,2.12
90501,28.0,37.8,46.4,,,,,,"59,878","43,008",35.1,23.8,6.0,23.3,43.2,3.7,63942006560.0,J. H. Hull Middle,33.814819,-118.317076,Middle,public,54.51,23.2,716.0,44.0,4.75,14.11,54.33,19.27,6.7,0.84
90501,28.0,37.8,46.4,,,,,,"59,878","43,008",35.1,23.8,6.0,23.3,43.2,3.7,63942006549.0,John Adams Elementary,33.809034999999994,-118.317901,Elementary,public,78.58,26.7,428.0,39.5,2.1,18.22,40.65,28.97,9.35,0.71
90501,28.0,37.8,46.4,,,,,,"59,878","43,008",35.1,23.8,6.0,23.3,43.2,3.7,63942006572.0,Shery (Kurt T.) High (Continuation),33.823116999999996,-118.323876,High,public,15.17,20.3,144.0,47.2,5.56,11.81,62.5,15.28,4.86,0.0
90503,28.0,24.8,33.6,50353.0,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,"4101 TORRANCE BLVD TORRANCE, CA 90503 (33.837577, -118.35708)",CA,LOS ANGELES,"77,047","45,349",37.4,41.4,3.0,38.4,11.8,5.4,63942006550.0,Anza Elementary,33.834373,-118.36493899999999,Elementary,public,94.8,26.3,633.0,8.8,2.37,36.65,15.64,31.6,13.27,0.47
90503,28.0,24.8,33.6,50353.0,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,"4101 TORRANCE BLVD TORRANCE, CA 90503 (33.837577, -118.35708)",CA,LOS ANGELES,"77,047","45,349",37.4,41.4,3.0,38.4,11.8,5.4,63942006564.0,Bert M. Lynn Middle,33.850578000000006,-118.36409599999999,Middle,public,93.07,24.5,724.0,18.1,2.76,49.72,15.61,20.58,10.91,0.42
90503,28.0,24.8,33.6,50353.0,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,"4101 TORRANCE BLVD TORRANCE, CA 90503 (33.837577, -118.35708)",CA,LOS ANGELES,"77,047","45,349",37.4,41.4,3.0,38.4,11.8,5.4,63942006558.0,Fern Elementary,33.834938,-118.33192700000001,Elementary,public,70.5,26.0,598.0,35.1,3.51,21.24,40.8,24.75,9.03,0.67
90503,28.0,24.8,33.6,50353.0,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,"4101 TORRANCE BLVD TORRANCE, CA 90503 (33.837577, -118.35708)",CA,LOS ANGELES,"77,047","45,349",37.4,41.4,3.0,38.4,11.8,5.4,63942002213.0,Jefferson Middle,33.831878,-118.357624,Middle,public,88.5,25.3,653.0,22.8,2.91,35.07,23.74,27.57,10.26,0.45
90503,28.0,24.8,33.6,50353.0,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,"4101 TORRANCE BLVD TORRANCE, CA 90503 (33.837577, -118.35708)",CA,LOS ANGELES,"77,047","45,349",37.4,41.4,3.0,38.4,11.8,5.4,63942006565.0,Madrona Middle,33.835164,-118.344102,Middle,public,81.41,24.8,715.0,21.1,3.22,39.02,29.37,18.32,9.23,0.84
90503,28.0,24.8,33.6,50353.0,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,"4101 TORRANCE BLVD TORRANCE, CA 90503 (33.837577, -118.35708)",CA,LOS ANGELES,"77,047","45,349",37.4,41.4,3.0,38.4,11.8,5.4,63942006577.0,Towers Elementary,33.855007,-118.375445,Elementary,public,89.07,26.5,610.0,11.3,1.48,35.9,20.33,30.82,11.15,0.32
90503,28.0,24.8,33.6,50353.0,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,"4101 TORRANCE BLVD TORRANCE, CA 90503 (33.837577, -118.35708)",CA,LOS ANGELES,"77,047","45,349",37.4,41.4,3.0,38.4,11.8,5.4,63942006578.0,Victor Elementary,33.844444,-118.365545,Elementary,public,87.42,26.4,977.0,22.4,3.89,60.29,16.17,12.18,6.96,0.51
90503,28.0,24.8,33.6,50353.0,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,"4101 TORRANCE BLVD TORRANCE, CA 90503 (33.837577, -118.35708)",CA,LOS ANGELES,"77,047","45,349",37.4,41.4,3.0,38.4,11.8,5.4,63942006580.0,West High,33.846413,-118.36809299999999,High,public,92.19,24.8,2050.0,18.3,3.71,41.9,20.34,24.2,9.41,0.44
90504,27.0,26.0,34.2,,,,,,"75,180","33,422",40.8,28.9,3.5,40.3,20.2,7.1,63942006551.0,Arlington Elementary,33.868632,-118.317012,Elementary,public,86.07,26.4,585.0,31.3,0.85,43.76,33.68,9.4,12.14,0.17
90504,27.0,26.0,34.2,,,,,,"75,180","33,422",40.8,28.9,3.5,40.3,20.2,7.1,63942006555.0,Casimir Middle,33.874016,-118.321502,Middle,public,79.11,24.6,692.0,34.0,3.18,38.15,40.75,8.67,8.67,0.58
90504,27.0,26.0,34.2,,,,,,"75,180","33,422",40.8,28.9,3.5,40.3,20.2,7.1,63942006557.0,Edison Elementary,33.865039,-118.340025,Elementary,public,73.48,26.0,495.0,46.3,6.26,19.8,46.26,18.99,6.87,1.82
90504,27.0,26.0,34.2,,,,,,"75,180","33,422",40.8,28.9,3.5,40.3,20.2,7.1,63942006554.0,Evelyn Carr Elementary,33.877334999999995,-118.33276599999999,Elementary,public,58.42,25.7,335.0,53.7,7.46,31.04,39.7,11.64,7.76,2.4
90504,27.0,26.0,34.2,,,,,,"75,180","33,422",40.8,28.9,3.5,40.3,20.2,7.1,63942006563.0,Lincoln Elementary,33.879118,-118.32044499999999,Elementary,public,82.86,26.0,469.0,31.1,3.84,32.41,36.89,13.43,12.37,1.06
90504,27.0,26.0,34.2,,,,,,"75,180","33,422",40.8,28.9,3.5,40.3,20.2,7.1,63942006568.0,North High,33.863887,-118.336422,High,public,82.13,24.5,1833.0,39.1,8.24,29.13,41.24,12.49,7.75,1.15
90504,27.0,26.0,34.2,,,,,,"75,180","33,422",40.8,28.9,3.5,40.3,20.2,7.1,63942006566.0,Philip Magruder Middle,33.862562,-118.345545,Middle,public,76.46,22.0,586.0,48.3,9.22,19.8,48.46,15.7,6.14,0.68
90504,27.0,26.0,34.2,,,,,,"75,180","33,422",40.8,28.9,3.5,40.3,20.2,7.1,63942006582.0,Yukon Elementary,33.86866,-118.335576,Elementary,public,58.79,26.5,292.0,43.8,4.11,22.6,47.6,18.49,6.16,1.04
90505,30.0,19.9,28.7,,,,,,"82,313","37,368",43.3,49.9,1.7,31.2,11.7,5.5,63942006553.0,Calle Mayor Middle,33.815183000000005,-118.363722,Middle,public,86.67,23.8,790.0,17.3,3.29,44.18,17.72,29.62,4.56,0.63
90505,30.0,19.9,28.7,,,,,,"82,313","37,368",43.3,49.9,1.7,31.2,11.7,5.5,63942002214.0,Edward J. Richardson Middle,33.810503000000004,-118.36764699999999,Middle,public,93.2,25.7,691.0,11.6,1.3,28.8,16.79,40.67,11.87,0.57
90505,30.0,19.9,28.7,,,,,,"82,313","37,368",43.3,49.9,1.7,31.2,11.7,5.5,63942006559.0,Hickory Elementary,33.819162,-118.33533899999999,Elementary,public,90.5,26.4,953.0,12.6,3.25,51.63,20.46,15.42,8.92,0.32
90505,30.0,19.9,28.7,,,,,,"82,313","37,368",43.3,49.9,1.7,31.2,11.7,5.5,63942006552.0,Joseph Arnold Elementary,33.82197,-118.356986,Elementary,public,89.32,25.0,686.0,18.5,2.48,56.41,16.03,17.06,7.58,0.44
90505,30.0,19.9,28.7,,,,,,"82,313","37,368",43.3,49.9,1.7,31.2,11.7,5.5,63942006570.0,Riviera Elementary,33.808111,-118.373522,Elementary,public,91.26,26.2,655.0,10.5,1.37,22.14,16.18,45.65,14.5,0.16
90505,30.0,19.9,28.7,,,,,,"82,313","37,368",43.3,49.9,1.7,31.2,11.7,5.5,63942006571.0,Seaside Elementary,33.820436,-118.36459199999999,Elementary,public,92.87,25.3,558.0,11.8,1.61,34.95,18.1,32.97,11.11,1.26
90505,30.0,19.9,28.7,,,,,,"82,313","37,368",43.3,49.9,1.7,31.2,11.7,5.5,63942006573.0,South High,33.811495,-118.36381000000002,High,public,90.07,22.9,2077.0,14.6,2.26,33.75,17.04,38.18,7.9,0.87
90505,30.0,19.9,28.7,,,,,,"82,313","37,368",43.3,49.9,1.7,31.2,11.7,5.5,63942006579.0,Walteria Elementary,33.800391,-118.34685900000001,Elementary,public,90.04,26.9,682.0,14.7,1.61,42.67,18.48,26.39,10.7,0.15
90506,0.0,0.0,0.0,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
90095,0.0,29.1,35.1,50262.0,RONALD REAGAN U C L A MEDICAL CENTER,"757 WESTWOOD PLAZA LOS ANGELES, CA 90095 (34.063939, -118.445411)",CA,LOS ANGELES,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
91608,0.0,29.1,35.1,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
93563,0.0,22.6,29.0,,,,,,"67,917",0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
91789,35.0,13.8,19.2,,,,,,"93,509","44,115",42.5,13.5,2.3,60.9,20.4,2.9,64128006835.0,Collegewood Elementary,34.049517,-117.853225,Elementary,public,86.5,27.1,599.0,18.2,1.5,50.92,34.22,7.35,5.01,1.0
91789,35.0,13.8,19.2,,,,,,"93,509","44,115",42.5,13.5,2.3,60.9,20.4,2.9,64128006836.0,Cyrus J. Morris Elementary,34.012346,-117.86774199999999,Elementary,public,87.83,26.7,488.0,22.5,2.05,43.44,41.8,6.35,5.74,0.62
91789,35.0,13.8,19.2,,,,,,"93,509","44,115",42.5,13.5,2.3,60.9,20.4,2.9,64128009653.0,Leonard G. Westhoff Elementary,34.039459,-117.861002,Elementary,public,95.84,27.0,596.0,9.2,0.67,70.81,18.96,4.7,3.36,1.5
91789,35.0,13.8,19.2,,,,,,"93,509","44,115",42.5,13.5,2.3,60.9,20.4,2.9,64128006837.0,Ron Hockwalt Academies (Continuation),34.007887,-117.85634099999999,High,public,16.27,14.6,39.0,53.8,7.69,15.38,56.41,15.38,5.13,0.01
91789,35.0,13.8,19.2,,,,,,"93,509","44,115",42.5,13.5,2.3,60.9,20.4,2.9,64128009654.0,South Pointe Middle,33.991474,-117.84933600000001,Middle,public,94.44,23.5,878.0,16.5,2.16,62.41,25.63,6.15,3.08,0.57
91789,35.0,13.8,19.2,,,,,,"93,509","44,115",42.5,13.5,2.3,60.9,20.4,2.9,63375008956.0,Stanley G. Oswalt Academy,34.027033,-117.87990900000001,Elementary,public,79.87,26.3,1062.0,39.5,3.58,47.36,42.0,3.95,2.73,0.38
91789,35.0,13.8,19.2,,,,,,"93,509","44,115",42.5,13.5,2.3,60.9,20.4,2.9,64128006840.0,Suzanne Middle,34.025141,-117.850393,Middle,public,92.85,24.8,1296.0,16.0,1.23,61.19,27.55,6.79,2.85,0.39
91789,35.0,13.8,19.2,,,,,,"93,509","44,115",42.5,13.5,2.3,60.9,20.4,2.9,64128006841.0,Vejar Elementary,34.016834,-117.861405,Elementary,public,89.73,26.7,589.0,19.9,1.19,55.86,30.56,7.47,3.9,1.02
91789,35.0,13.8,19.2,,,,,,"93,509","44,115",42.5,13.5,2.3,60.9,20.4,2.9,64128006842.0,Walnut Elementary,34.002008000000004,-117.85408899999999,Elementary,public,89.98,25.4,667.0,17.8,0.9,60.42,26.09,5.25,6.45,0.89
91789,35.0,13.8,19.2,,,,,,"93,509","44,115",42.5,13.5,2.3,60.9,20.4,2.9,64128006843.0,Walnut High,34.022023,-117.85001799999999,High,public,94.57,23.4,2637.0,14.4,2.12,63.48,24.88,7.39,1.59,0.54
91789,35.0,13.8,19.2,,,,,,"93,509","44,115",42.5,13.5,2.3,60.9,20.4,2.9,63375005215.0,Ybarra Academy for the Arts and Technology,33.991388,-117.87191499999999,Elementary,public,72.3,23.5,687.0,52.4,2.47,36.39,49.49,6.99,4.37,0.29
90502,26.0,31.1,37.9,50376.0,LAC/HARBOR-UCLA MED CENTER,"1000 W CARSON ST TORRANCE, CA 90502 (33.831583, -118.294546)",CA,LOS ANGELES,"62,533","18,010",43.8,17.7,8.7,31.4,34.4,7.8,62271003182.0,Meyler Street Elementary,33.82482,-118.29569199999999,Elementary,public,31.53,22.2,758.0,85.5,7.52,3.96,81.0,5.01,0.66,1.85
90502,26.0,31.1,37.9,50376.0,LAC/HARBOR-UCLA MED CENTER,"1000 W CARSON ST TORRANCE, CA 90502 (33.831583, -118.294546)",CA,LOS ANGELES,"62,533","18,010",43.8,17.7,8.7,31.4,34.4,7.8,62271003418.0,Van Deene Avenue Elementary,33.838121,-118.2889,Elementary,public,45.12,20.5,350.0,80.3,8.57,16.29,68.86,1.71,0.86,3.71
91790,32.0,28.2,35.9,50096.0,"WEST COVINA MEDICAL CENTER, INC","725 S ORANGE AVE WEST COVINA, CA 91790 (34.070928, -117.944166)",CA,LOS ANGELES,"66,057","45,958",36.1,13.3,3.1,18.8,63.4,1.4,64200006874.0,California Elementary,34.055869,-117.94691,Elementary,public,44.02,23.4,377.0,77.2,3.18,15.38,75.86,4.77,0.27,0.54
91790,32.0,28.2,35.9,50096.0,"WEST COVINA MEDICAL CENTER, INC","725 S ORANGE AVE WEST COVINA, CA 91790 (34.070928, -117.944166)",CA,LOS ANGELES,"66,057","45,958",36.1,13.3,3.1,18.8,63.4,1.4,64200006875.0,Cameron Elementary,34.061888,-117.918939,Elementary,public,46.87,24.0,494.0,75.1,2.23,12.75,79.15,4.45,1.01,0.41
91791,35.0,27.7,35.6,,,,,,"70,841","33,953",38.1,18.0,5.3,24.5,50.9,1.3,64200006876.0,Coronado High (Continuation),34.049919,-117.914097,High,public,13.46,9.6,145.0,70.3,1.38,6.9,86.21,4.83,0.0,0.68
91791,35.0,27.7,35.6,,,,,,"70,841","33,953",38.1,18.0,5.3,24.5,50.9,1.3,61005001096.0,Grovecenter Elementary,34.085493,-117.917282,Elementary,public,69.34,21.6,499.0,72.3,3.21,14.43,70.54,7.41,4.21,0.2
91791,35.0,27.7,35.6,,,,,,"70,841","33,953",38.1,18.0,5.3,24.5,50.9,1.3,64200004607.0,Hollencrest Middle,34.054371,-117.901048,Middle,public,62.08,25.0,763.0,64.5,2.88,13.5,74.84,6.68,1.18,0.92
91791,35.0,27.7,35.6,,,,,,"70,841","33,953",38.1,18.0,5.3,24.5,50.9,1.3,64200006880.0,Merced Elementary,34.054457,-117.912874,Elementary,public,82.96,26.8,564.0,67.9,2.48,17.73,72.87,5.67,1.24,0.01
91791,35.0,27.7,35.6,,,,,,"70,841","33,953",38.1,18.0,5.3,24.5,50.9,1.3,61005001101.0,Mesa Elementary,34.066153,-117.881902,Elementary,public,79.91,22.8,666.0,42.8,3.0,14.71,64.26,14.41,2.85,0.77
91791,35.0,27.7,35.6,,,,,,"70,841","33,953",38.1,18.0,5.3,24.5,50.9,1.3,64200006884.0,Vine Elementary,34.05809,-117.90467199999999,Elementary,public,64.22,23.3,541.0,60.1,2.03,21.26,70.61,3.14,2.96,-0.0
91791,35.0,27.7,35.6,,,,,,"70,841","33,953",38.1,18.0,5.3,24.5,50.9,1.3,64200006885.0,Wescove Elementary,34.059934000000005,-117.94047900000001,Elementary,public,32.33,21.6,282.0,81.2,2.84,15.25,76.6,3.19,0.71,1.41
91791,35.0,27.7,35.6,,,,,,"70,841","33,953",38.1,18.0,5.3,24.5,50.9,1.3,64200006886.0,West Covina High,34.062321000000004,-117.912796,High,public,73.91,24.5,2286.0,61.6,3.54,16.01,73.71,5.73,0.52,0.49
91791,35.0,27.7,35.6,,,,,,"70,841","33,953",38.1,18.0,5.3,24.5,50.9,1.3,61005007690.0,Workman Avenue Elementary,34.076017,-117.904458,Elementary,public,58.59,24.8,484.0,75.0,1.45,7.23,81.2,7.44,2.27,0.41
91792,37.0,31.8,40.2,,,,,,"66,848","29,787",36.1,8.0,6.9,37.8,45.4,1.9,63375005200.0,Giano Intermediate,34.014908,-117.90798799999999,Middle,public,21.09,22.6,590.0,90.7,1.02,4.07,92.54,1.19,1.02,0.16
91792,37.0,31.8,40.2,,,,,,"66,848","29,787",36.1,8.0,6.9,37.8,45.4,1.9,63375005201.0,Hollingworth Elementary,34.007651,-117.87933000000001,Elementary,public,42.33,22.0,357.0,81.0,5.6,16.53,73.67,2.24,1.96,0.0
91792,37.0,31.8,40.2,,,,,,"66,848","29,787",36.1,8.0,6.9,37.8,45.4,1.9,63375013012.0,Telesis Academy of Science & Math,34.006367,-117.88383300000001,Elementary,public,53.7,27.8,803.0,79.5,3.24,12.08,79.95,2.24,2.12,0.37
90069,27.0,43.0,52.8,,,,,,"78,607","20,401",42.4,73.0,3.0,5.1,13.8,5.1,62271003451.0,West Hollywood Elementary,34.089113,-118.387354,Elementary,public,95.66,24.2,388.0,13.7,7.22,4.38,14.69,64.43,8.76,0.52
91746,32.0,35.7,41.2,,,,,,"59,502","30,640",34.1,4.7,0.6,9.1,85.0,0.6,,,,,,,,,,,,,,,,
90606,29.0,33.7,39.7,,,,,,"63,833","32,599",34.6,9.3,0.9,1.6,87.0,1.2,62289003501.0,Ada S. Nelson Elementary,33.969840999999995,-118.07565600000001,Elementary,public,49.07,25.9,436.0,88.8,0.23,0.69,97.25,0.92,0.92,0.0
90606,29.0,33.7,39.7,,,,,,"63,833","32,599",34.6,9.3,0.9,1.6,87.0,1.2,62289003499.0,Aeolian Elementary,33.965408000000004,-118.068327,Elementary,public,30.42,21.6,495.0,90.7,0.61,0.4,92.73,3.23,2.42,0.61
90606,29.0,33.7,39.7,,,,,,"63,833","32,599",34.6,9.3,0.9,1.6,87.0,1.2,64245006947.0,Christian Sorensen Elementary,33.978097999999996,-118.05990600000001,Elementary,public,45.98,25.2,479.0,83.3,0.21,0.21,94.78,2.71,1.88,0.21
90601,33.0,33.0,40.7,,,,,,"70,841","34,025",37.4,19.4,1.0,6.0,72.1,1.5,64245006942.0,Longfellow Elementary,33.987724,-118.05064399999999,Elementary,public,30.46,24.2,581.0,83.1,1.03,0.52,83.99,5.85,8.26,0.35
90601,33.0,33.0,40.7,,,,,,"70,841","34,025",37.4,19.4,1.0,6.0,72.1,1.5,64245006939.0,Lou Henry Hoover Elementary,33.984497,-118.029702,Elementary,public,33.72,27.7,451.0,77.4,0.22,0.44,90.02,6.65,2.44,0.23
90601,33.0,33.0,40.7,,,,,,"70,841","34,025",37.4,19.4,1.0,6.0,72.1,1.5,64245006943.0,Mill Elementary,34.015034,-118.04251799999999,Elementary,public,59.89,28.2,439.0,71.3,0.23,1.37,93.17,2.05,2.73,0.45
90601,33.0,33.0,40.7,,,,,,"70,841","34,025",37.4,19.4,1.0,6.0,72.1,1.5,64245006945.0,Orange Grove Elementary,33.996681,-118.06062800000001,Elementary,public,34.47,25.5,408.0,78.2,0.74,0.49,91.18,4.17,2.45,0.97
90601,33.0,33.0,40.7,,,,,,"70,841","34,025",37.4,19.4,1.0,6.0,72.1,1.5,64245006944.0,Wallen L. Andrews Elementary,34.038222,-118.008994,Elementary,public,57.61,24.6,634.0,64.5,1.1,3.31,87.22,4.57,3.31,0.49
90601,33.0,33.0,40.7,,,,,,"70,841","34,025",37.4,19.4,1.0,6.0,72.1,1.5,64245006936.0,Walter F. Dexter Middle,33.991058,-118.05350800000001,Middle,public,32.9,24.4,1015.0,77.5,1.08,0.49,91.82,4.73,1.48,0.4
90601,33.0,33.0,40.7,,,,,,"70,841","34,025",37.4,19.4,1.0,6.0,72.1,1.5,64248006955.0,Whittier High,33.980207,-118.044099,High,public,60.71,24.2,1938.0,73.3,0.62,0.83,92.16,5.11,1.03,0.25
90602,31.0,47.4,55.6,50169.0,PIH HEALTH HOSPITAL-WHITTIER,"12401 WASHINGTON BLVD WHITTIER, CA 90602 (33.967433, -118.048143)",CA,LOS ANGELES,"47,622","26,482",31.2,19.5,1.2,2.5,75.4,1.4,,,,,,,,,,,,,,,,
90603,34.0,16.4,23.6,,,,,,"87,251","20,697",39.4,38.4,0.7,4.5,54.5,1.9,62301003507.0,Jordan Elementary,33.937982,-117.98008100000001,Elementary,public,63.72,26.9,377.0,50.4,0.53,2.65,73.74,18.57,4.24,0.27
90222,32.0,58.4,66.2,,,,,,"40,056","32,585",27.6,0.6,29.3,0.3,67.6,2.2,60962000969.0,Anderson Elementary,33.913990999999996,-118.23207,Elementary,public,68.12,27.6,526.0,81.2,5.13,0.19,90.68,0.38,2.85,0.77
92656,27.0,18.6,24.5,,,,,,"101,292","52,372",36.2,60.3,3.1,15.3,16.0,5.3,60744002328.0,Aliso Niguel High,33.560784999999996,-117.71913400000001,High,public,93.37,26.9,3060.0,12.4,1.6,14.51,18.1,56.7,8.66,0.43
92656,27.0,18.6,24.5,,,,,,"101,292","52,372",36.2,60.3,3.1,15.3,16.0,5.3,60744002334.0,Aliso Viejo Middle,33.580396,-117.71266299999999,Middle,public,93.04,25.2,1096.0,16.8,2.1,12.86,19.43,57.85,7.39,0.37
92656,27.0,18.6,24.5,,,,,,"101,292","52,372",36.2,60.3,3.1,15.3,16.0,5.3,60744011268.0,Canyon Vista Elementary,33.561302000000005,-117.735398,Elementary,public,89.35,29.1,626.0,7.0,0.8,14.38,12.62,58.47,13.74,0.0
92656,27.0,18.6,24.5,,,,,,"101,292","52,372",36.2,60.3,3.1,15.3,16.0,5.3,60744008537.0,Don Juan Avila Elementary,33.581012,-117.73248500000001,Elementary,public,88.98,30.8,770.0,8.7,1.69,21.56,17.14,50.52,8.57,0.52
92656,27.0,18.6,24.5,,,,,,"101,292","52,372",36.2,60.3,3.1,15.3,16.0,5.3,60744008538.0,Don Juan Avila Middle,33.58101,-117.732506,Middle,public,93.49,25.3,1210.0,12.6,2.4,17.69,18.1,54.46,6.94,0.41
92656,27.0,18.6,24.5,,,,,,"101,292","52,372",36.2,60.3,3.1,15.3,16.0,5.3,60744008542.0,Journey,33.554840000000006,-117.72078700000002,Elementary,charter,53.29,25.0,470.0,4.9,1.49,5.96,15.96,63.83,12.55,0.21
92656,27.0,18.6,24.5,,,,,,"101,292","52,372",36.2,60.3,3.1,15.3,16.0,5.3,60744006094.0,Oak Grove Elementary,33.575888,-117.734578,Elementary,public,89.6,30.2,665.0,13.1,1.65,16.39,18.65,52.48,10.68,0.15
92656,27.0,18.6,24.5,,,,,,"101,292","52,372",36.2,60.3,3.1,15.3,16.0,5.3,60744003389.0,Wood Canyon Elementary,33.554924,-117.720702,Elementary,public,64.3,27.9,447.0,31.3,1.79,8.95,34.9,44.07,9.84,0.45
92801,29.0,43.7,57.5,50226.0,AHMC ANAHEIM REGIONAL MEDICAL CENTER,"1111 W LA PALMA AVENUE ANAHEIM, CA 92801 (33.847138, -117.933934)",CA,ORANGE,"47,672","67,094",37.4,19.2,3.6,18.0,57.4,1.8,60263000171.0,Brookhurst Junior High,33.840306,-117.96021599999999,Middle,public,29.15,25.8,1061.0,83.3,3.11,10.46,78.13,6.79,0.66,0.85
92801,29.0,43.7,57.5,50226.0,AHMC ANAHEIM REGIONAL MEDICAL CENTER,"1111 W LA PALMA AVENUE ANAHEIM, CA 92801 (33.847138, -117.933934)",CA,ORANGE,"47,672","67,094",37.4,19.2,3.6,18.0,57.4,1.8,60807002335.0,Centralia Elementary,33.833401,-118.00490900000001,Elementary,public,50.58,24.6,567.0,87.8,1.41,7.94,84.66,4.59,1.41,0.0
92801,29.0,43.7,57.5,50226.0,AHMC ANAHEIM REGIONAL MEDICAL CENTER,"1111 W LA PALMA AVENUE ANAHEIM, CA 92801 (33.847138, -117.933934)",CA,ORANGE,"47,672","67,094",37.4,19.2,3.6,18.0,57.4,1.8,62343003560.0,Dr. Peter Marshall,33.840517999999996,-117.977901,Elementary,public,65.35,25.8,697.0,72.3,3.16,13.06,70.3,11.76,0.43,1.29
92801,29.0,43.7,57.5,50226.0,AHMC ANAHEIM REGIONAL MEDICAL CENTER,"1111 W LA PALMA AVENUE ANAHEIM, CA 92801 (33.847138, -117.933934)",CA,ORANGE,"47,672","67,094",37.4,19.2,3.6,18.0,57.4,1.8,60261000151.0,Gauer (Melbourne A.) Elementary,33.843149,-117.967104,Elementary,public,25.14,28.7,719.0,83.3,2.36,7.51,84.14,4.59,1.25,0.15
92801,29.0,43.7,57.5,50226.0,AHMC ANAHEIM REGIONAL MEDICAL CENTER,"1111 W LA PALMA AVENUE ANAHEIM, CA 92801 (33.847138, -117.933934)",CA,ORANGE,"47,672","67,094",37.4,19.2,3.6,18.0,57.4,1.8,60261013858.0,GOALS Academy,33.850141,-117.92323999999999,Elementary,charter,41.74,30.7,246.0,59.3,4.07,5.69,68.29,17.48,2.85,1.62
